LSOA Code,Major Category,April_c,Aug_c,March_c,May_c,Nov_c
E01000064,Violence Against the Person,9,-6,9,-1,-1
E01000065,Arson and Criminal Damage,2,0,1,-3,0
E01000065,Burglary,0,2,1,2,-1
E01000065,Drug Offences,2,0,1,2,0
E01000065,Miscellaneous Crimes Against Society,2,-1,-1,0,0
E01000065,Public Order Offences,-1,-3,4,0,1
E01000065,Robbery,0,1,-1,-2,-2
E01000065,Theft,-1,-1,-1,-2,-1
E01000065,Vehicle Offences,1,1,0,-1,0
E01000065,Violence Against the Person,4,1,-3,-3,-1
E01000066,Arson and Criminal Damage,1,1,3,3,0
E01000066,Burglary,-3,0,0,-1,1
E01000066,Drug Offences,4,0,1,3,-2
E01000066,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000066,Possession of Weapons,1,0,0,0,0
E01000066,Public Order Offences,0,0,0,0,1
E01000066,Robbery,0,0,0,0,2
E01000066,Theft,-2,1,0,0,2
E01000066,Vehicle Offences,-2,-1,-1,2,-1
E01000066,Violence Against the Person,-1,5,-1,2,6
E01000067,Arson and Criminal Damage,-1,0,0,1,-1
E01000067,Burglary,0,0,1,0,-2
E01000067,Drug Offences,0,0,2,1,1
E01000067,Miscellaneous Crimes Against Society,0,0,0,-1,0
E01000067,Possession of Weapons,0,0,1,0,1
E01000067,Public Order Offences,0,1,0,0,1
E01000067,Robbery,0,-1,0,-1,0
E01000067,Theft,-1,1,0,-1,1
E01000067,Vehicle Offences,-2,0,0,1,-2
E01000067,Violence Against the Person,-2,-2,-2,-2,6
E01000068,Arson and Criminal Damage,-2,0,0,-3,-1
E01000068,Burglary,-7,1,-1,-3,0
E01000068,Drug Offences,0,-1,-3,0,1
E01000068,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000068,Possession of Weapons,0,0,0,0,0
E01000068,Public Order Offences,0,-2,0,0,-1
E01000068,Robbery,0,-2,0,0,0
E01000068,Theft,0,0,0,-5,-1
E01000068,Vehicle Offences,0,0,0,-2,0
E01000068,Violence Against the Person,-2,1,0,0,-2
E01000069,Arson and Criminal Damage,0,1,-2,0,-1
E01000069,Burglary,0,-1,-1,0,0
E01000069,Drug Offences,0,0,0,0,-1
E01000069,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000069,Possession of Weapons,0,-1,0,0,1
E01000069,Public Order Offences,0,1,-1,0,0
E01000069,Robbery,-2,0,0,-3,0
E01000069,Theft,0,0,-2,-1,0
E01000069,Vehicle Offences,-2,0,-1,2,1
E01000069,Violence Against the Person,2,1,-1,-5,-3
E01000070,Arson and Criminal Damage,-1,0,0,0,0
E01000070,Burglary,-3,-1,2,-1,-3
E01000070,Drug Offences,-6,4,-4,-7,6
E01000070,Miscellaneous Crimes Against Society,-2,1,0,-1,-2
E01000070,Possession of Weapons,0,0,0,-1,0
E01000070,Public Order Offences,0,-1,1,-3,4
E01000070,Robbery,-4,3,1,-5,3
E01000070,Theft,-1,5,4,4,3
E01000070,Vehicle Offences,-2,-2,-1,2,0
E01000070,Violence Against the Person,-3,0,-2,5,2
E01000071,Arson and Criminal Damage,-1,1,-1,-1,1
E01000071,Burglary,-2,0,0,0,-1
E01000071,Drug Offences,-1,0,1,2,0
E01000071,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000071,Possession of Weapons,0,0,0,-1,0
E01000071,Public Order Offences,0,0,0,0,2
E01000071,Robbery,-2,1,-1,-2,-2
E01000071,Theft,1,-4,1,-4,-2
E01000071,Vehicle Offences,0,1,-3,1,0
E01000071,Violence Against the Person,1,4,-3,4,7
E01000072,Arson and Criminal Damage,-1,-1,1,0,3
E01000072,Burglary,0,0,1,0,0
E01000072,Drug Offences,1,2,1,0,0
E01000072,Miscellaneous Crimes Against Society,0,1,-1,-1,3
E01000072,Possession of Weapons,0,0,-2,-1,0
E01000072,Public Order Offences,-1,-2,-1,0,1
E01000072,Robbery,-2,-1,1,-5,1
E01000072,Theft,-1,-7,1,0,0
E01000072,Vehicle Offences,-1,1,-1,-5,-1
E01000072,Violence Against the Person,-3,0,1,-3,4
E01000073,Arson and Criminal Damage,0,-2,-2,-2,-3
E01000073,Burglary,-1,-3,0,0,-1
E01000073,Drug Offences,1,0,1,1,0
E01000073,Miscellaneous Crimes Against Society,0,0,0,1,0
E01000073,Possession of Weapons,0,0,1,0,0
E01000073,Public Order Offences,0,0,0,-2,1
E01000073,Robbery,0,0,0,0,-1
E01000073,Theft,2,-1,0,2,0
E01000073,Vehicle Offences,-3,1,-1,1,0
E01000073,Violence Against the Person,1,1,0,-2,-1
E01000074,Arson and Criminal Damage,0,0,0,1,-1
E01000074,Burglary,0,-1,-2,1,0
E01000074,Drug Offences,-1,0,0,1,0
E01000074,Miscellaneous Crimes Against Society,2,0,0,0,1
E01000074,Public Order Offences,-1,0,1,0,0
E01000074,Robbery,0,1,2,0,1
E01000074,Theft,1,2,2,0,-1
E01000074,Vehicle Offences,1,0,-3,-2,1
E01000074,Violence Against the Person,-4,4,0,3,-1
E01000075,Arson and Criminal Damage,-1,-5,-3,-3,0
E01000075,Burglary,1,-1,-1,0,3
E01000075,Drug Offences,1,2,0,1,0
E01000075,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000075,Possession of Weapons,0,0,0,-2,1
E01000075,Public Order Offences,-1,0,0,2,-4
E01000075,Robbery,-4,1,2,1,-1
E01000075,Theft,0,-1,1,-2,0
E01000075,Vehicle Offences,0,-1,-3,3,1
E01000075,Violence Against the Person,4,-1,1,4,0
E01000076,Arson and Criminal Damage,-2,1,-2,0,-1
E01000076,Burglary,-1,1,1,-1,-1
E01000076,Drug Offences,0,0,-1,0,-1
E01000076,Miscellaneous Crimes Against Society,0,0,1,1,0
E01000076,Possession of Weapons,0,0,0,0,-1
E01000076,Public Order Offences,1,0,0,0,0
E01000076,Robbery,0,0,0,-1,-1
E01000076,Theft,0,-3,-1,0,-2
E01000076,Vehicle Offences,-1,-2,-1,-1,-2
E01000076,Violence Against the Person,3,-4,0,4,-3
E01000077,Arson and Criminal Damage,0,0,-1,-3,2
E01000077,Burglary,1,-2,2,-2,-2
E01000077,Drug Offences,0,0,2,0,0
E01000077,Miscellaneous Crimes Against Society,0,1,0,-2,-1
E01000077,Public Order Offences,0,1,0,0,3
E01000077,Robbery,1,0,2,-5,1
E01000077,Theft,0,3,-3,0,-2
E01000077,Vehicle Offences,-1,0,0,0,-1
E01000077,Violence Against the Person,3,4,-3,2,-1
E01000078,Arson and Criminal Damage,0,1,-2,-6,0
E01000078,Burglary,0,2,0,1,-1
E01000078,Drug Offences,0,0,1,0,-2
E01000078,Miscellaneous Crimes Against Society,0,1,0,0,1
E01000078,Possession of Weapons,0,0,0,0,1
E01000078,Public Order Offences,-2,3,-2,3,3
E01000078,Robbery,0,0,1,-6,0
E01000078,Theft,-1,-1,-1,-3,-2
E01000078,Vehicle Offences,0,3,-1,1,0
E01000078,Violence Against the Person,-2,0,3,-4,1
E01000079,Arson and Criminal Damage,0,1,0,-2,0
E01000079,Burglary,1,1,0,-2,0
E01000079,Drug Offences,0,0,-2,1,0
E01000079,Miscellaneous Crimes Against Society,0,0,0,-1,-1
E01000079,Possession of Weapons,0,0,0,0,0
E01000079,Public Order Offences,0,1,0,-1,-1
E01000079,Robbery,0,0,0,1,0
E01000079,Theft,1,-1,0,0,0
E01000079,Vehicle Offences,-4,-1,0,0,-1
E01000079,Violence Against the Person,2,1,0,4,1
E01000080,Arson and Criminal Damage,-2,1,1,1,2
E01000080,Burglary,1,-1,1,-1,1
E01000080,Drug Offences,1,0,1,1,0
E01000080,Miscellaneous Crimes Against Society,1,1,-1,-1,0
E01000080,Possession of Weapons,0,0,0,0,0
E01000080,Public Order Offences,-1,-1,1,1,-2
E01000080,Robbery,0,0,0,-1,0
E01000080,Theft,-1,1,1,1,0
E01000080,Vehicle Offences,0,-1,1,1,0
E01000080,Violence Against the Person,-4,3,1,0,6
E01000081,Arson and Criminal Damage,-1,0,0,0,0
E01000081,Burglary,1,-1,1,0,1
E01000081,Drug Offences,0,0,-1,-1,0
E01000081,Miscellaneous Crimes Against Society,-1,-2,0,0,0
E01000081,Public Order Offences,0,0,0,-3,0
E01000081,Robbery,0,0,1,0,0
E01000081,Theft,0,2,0,0,0
E01000081,Vehicle Offences,0,1,3,0,-3
E01000081,Violence Against the Person,-2,-4,-1,-2,-3
E01000082,Arson and Criminal Damage,-3,2,0,0,2
E01000082,Burglary,-1,1,1,1,-1
E01000082,Drug Offences,-2,0,-2,5,0
E01000082,Miscellaneous Crimes Against Society,0,0,-1,0,-1
E01000082,Possession of Weapons,0,0,-1,0,0
E01000082,Public Order Offences,-4,0,0,0,2
E01000082,Robbery,0,0,-1,0,1
E01000082,Theft,-2,-1,0,-1,4
E01000082,Vehicle Offences,-1,-1,-2,-2,0
E01000082,Violence Against the Person,-4,-2,7,-4,4
E01000083,Arson and Criminal Damage,-1,0,1,-2,0
E01000083,Burglary,0,0,2,-1,1
E01000083,Drug Offences,1,-1,0,0,0
E01000083,Miscellaneous Crimes Against Society,0,-1,0,-1,0
E01000083,Possession of Weapons,0,0,0,1,0
E01000083,Public Order Offences,1,-2,1,-2,-2
E01000083,Robbery,1,0,1,-1,1
E01000083,Theft,-3,0,0,-1,-3
E01000083,Vehicle Offences,0,0,-3,-1,1
E01000083,Violence Against the Person,1,-3,-3,3,-6
E01000084,Arson and Criminal Damage,0,2,1,0,-1
E01000084,Burglary,0,2,-1,-1,-3
E01000084,Drug Offences,-1,-1,0,3,2
E01000084,Miscellaneous Crimes Against Society,0,0,1,1,0
E01000084,Possession of Weapons,1,0,0,1,0
E01000084,Public Order Offences,-1,3,1,-1,0
E01000084,Robbery,0,-1,-3,1,-1
E01000084,Theft,-2,-3,-4,2,0
E01000084,Vehicle Offences,-2,0,-2,-2,1
E01000084,Violence Against the Person,-2,2,2,-1,7
E01000085,Arson and Criminal Damage,0,1,3,1,2
E01000085,Burglary,0,-2,-3,-6,0
E01000085,Drug Offences,2,0,0,1,0
E01000085,Miscellaneous Crimes Against Society,-1,0,0,1,0
E01000085,Possession of Weapons,0,0,0,0,0
E01000085,Public Order Offences,1,0,1,2,-2
E01000085,Robbery,0,-2,0,-4,1
E01000085,Theft,-1,1,1,0,0
E01000085,Vehicle Offences,0,-3,2,0,2
E01000085,Violence Against the Person,-2,-4,-2,0,-2
E01000086,Arson and Criminal Damage,1,0,0,0,-2
E01000086,Burglary,0,-1,0,0,0
E01000086,Drug Offences,0,0,2,0,1
E01000086,Possession of Weapons,0,0,0,0,0
E01000086,Public Order Offences,0,2,0,-1,1
E01000086,Robbery,0,-3,0,-1,0
E01000086,Theft,1,0,0,1,0
E01000086,Vehicle Offences,1,2,0,0,0
E01000086,Violence Against the Person,3,1,4,-4,3
E01000087,Arson and Criminal Damage,-6,-1,-1,-1,1
E01000087,Burglary,-1,-6,0,-3,0
E01000087,Drug Offences,-1,-2,-3,0,0
E01000087,Miscellaneous Crimes Against Society,0,1,0,0,0
E01000087,Possession of Weapons,0,0,1,0,1
E01000087,Public Order Offences,0,3,-2,3,0
E01000087,Robbery,-1,0,0,-1,0
E01000087,Theft,1,1,-4,-3,-1
E01000087,Vehicle Offences,-6,0,-5,-6,-7
E01000087,Violence Against the Person,1,3,-1,0,3
E01000088,Arson and Criminal Damage,-1,-1,0,0,1
E01000088,Burglary,0,-1,1,0,-1
E01000088,Drug Offences,0,0,-1,-1,0
E01000088,Miscellaneous Crimes Against Society,0,0,0,1,0
E01000088,Possession of Weapons,0,0,1,0,-1
E01000088,Public Order Offences,-1,0,-2,2,-1
E01000088,Robbery,0,-1,-3,-1,-1
E01000088,Theft,-1,1,-1,1,0
E01000088,Vehicle Offences,-2,-1,0,-1,-1
E01000088,Violence Against the Person,-3,-3,-5,-7,-3
E01000089,Arson and Criminal Damage,2,1,-2,0,2
E01000089,Burglary,0,1,1,-1,-1
E01000089,Drug Offences,2,0,0,0,-1
E01000089,Miscellaneous Crimes Against Society,0,0,1,0,0
E01000089,Possession of Weapons,0,0,0,0,0
E01000089,Public Order Offences,-2,0,1,0,1
E01000089,Robbery,0,-1,-1,0,0
E01000089,Theft,0,0,0,-2,-1
E01000089,Vehicle Offences,0,1,1,0,2
E01000089,Violence Against the Person,1,5,7,0,2
E01000090,Arson and Criminal Damage,1,1,-1,2,0
E01000090,Burglary,-1,1,0,1,1
E01000090,Drug Offences,0,1,1,-1,1
E01000090,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01000090,Possession of Weapons,0,1,0,0,1
E01000090,Public Order Offences,0,0,2,1,0
E01000090,Robbery,-1,-1,-1,-2,-1
E01000090,Theft,0,2,-2,-1,-2
E01000090,Vehicle Offences,-1,-2,0,-3,1
E01000090,Violence Against the Person,-5,3,4,7,-1
E01000091,Arson and Criminal Damage,0,1,-2,2,2
E01000091,Burglary,-2,2,6,-1,1
E01000091,Drug Offences,1,0,0,5,1
E01000091,Miscellaneous Crimes Against Society,-1,0,0,0,1
E01000091,Possession of Weapons,0,0,0,1,0
E01000091,Public Order Offences,0,2,1,3,-1
E01000091,Robbery,0,-1,0,0,0
E01000091,Theft,-1,0,0,-1,2
E01000091,Vehicle Offences,-3,-2,-1,-4,-1
E01000091,Violence Against the Person,-2,-5,6,1,1
E01000092,Arson and Criminal Damage,-3,-1,3,-3,-2
E01000092,Burglary,2,-2,2,1,0
E01000092,Drug Offences,0,-3,-1,4,6
E01000092,Miscellaneous Crimes Against Society,3,-3,-2,-1,1
E01000092,Possession of Weapons,0,0,0,0,0
E01000092,Public Order Offences,3,4,-1,-1,1
E01000092,Robbery,-1,-1,1,2,0
E01000092,Theft,0,1,-1,2,-1
E01000092,Vehicle Offences,-11,-8,9,-1,7
E01000092,Violence Against the Person,7,1,-8,-2,-3
E01000093,Arson and Criminal Damage,1,-1,0,-1,1
E01000093,Burglary,-4,2,0,-2,1
E01000093,Drug Offences,1,4,1,0,0
E01000093,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000093,Possession of Weapons,0,0,0,0,0
E01000093,Public Order Offences,0,-1,3,-2,0
E01000093,Robbery,0,-2,-1,-1,3
E01000093,Theft,0,-4,1,0,3
E01000093,Vehicle Offences,-2,0,0,4,2
E01000093,Violence Against the Person,-4,2,-2,-4,0
E01000094,Arson and Criminal Damage,2,0,4,-1,-2
E01000094,Burglary,1,-1,0,-1,-1
E01000094,Drug Offences,-1,-1,1,1,1
E01000094,Miscellaneous Crimes Against Society,0,0,-1,-1,0
E01000094,Possession of Weapons,0,0,0,0,1
E01000094,Public Order Offences,2,0,1,-2,0
E01000094,Robbery,0,0,0,0,0
E01000094,Theft,0,0,0,-1,-3
E01000094,Vehicle Offences,-6,-2,-2,-6,-1
E01000094,Violence Against the Person,4,-1,-2,-2,5
E01000095,Arson and Criminal Damage,-4,-3,-1,-1,0
E01000095,Burglary,4,1,5,1,2
E01000095,Drug Offences,0,0,1,0,0
E01000095,Miscellaneous Crimes Against Society,-1,-2,0,-1,-2
E01000095,Possession of Weapons,-1,0,0,0,0
E01000095,Public Order Offences,1,2,2,-1,0
E01000095,Robbery,-3,1,-1,1,-2
E01000095,Theft,-3,6,-12,-10,7
E01000095,Vehicle Offences,-2,-1,-6,-6,-9
E01000095,Violence Against the Person,-2,-2,1,2,-4
E01000096,Arson and Criminal Damage,0,0,0,-1,-1
E01000096,Burglary,0,0,0,0,1
E01000096,Drug Offences,1,0,-1,0,0
E01000096,Miscellaneous Crimes Against Society,0,1,0,0,0
E01000096,Possession of Weapons,-1,0,0,0,0
E01000096,Public Order Offences,0,0,0,-1,1
E01000096,Robbery,-3,0,-1,-1,-1
E01000096,Theft,-1,-2,-4,0,2
E01000096,Vehicle Offences,-1,-3,-9,-5,-3
E01000096,Violence Against the Person,-2,-4,-2,-4,8
E01000097,Arson and Criminal Damage,0,-3,0,-2,0
E01000097,Burglary,-2,-1,0,0,-1
E01000097,Drug Offences,0,1,0,-1,0
E01000097,Miscellaneous Crimes Against Society,-1,1,0,-1,0
E01000097,Possession of Weapons,0,0,0,1,0
E01000097,Public Order Offences,-1,-1,-1,1,1
E01000097,Robbery,-1,0,-1,0,1
E01000097,Theft,1,-1,1,0,0
E01000097,Vehicle Offences,3,-2,0,-2,-1
E01000097,Violence Against the Person,2,-1,-4,5,3
E01000098,Arson and Criminal Damage,0,-2,0,0,2
E01000098,Burglary,0,1,0,-2,1
E01000098,Drug Offences,-1,-2,0,1,0
E01000098,Miscellaneous Crimes Against Society,1,-1,0,0,0
E01000098,Possession of Weapons,0,0,0,0,0
E01000098,Public Order Offences,0,2,0,0,0
E01000098,Robbery,0,0,0,0,0
E01000098,Theft,-5,4,-4,2,-3
E01000098,Vehicle Offences,2,0,4,-1,1
E01000098,Violence Against the Person,2,9,1,-1,-1
E01000099,Arson and Criminal Damage,-1,0,4,0,1
E01000099,Burglary,1,2,2,0,0
E01000099,Drug Offences,3,0,1,0,-1
E01000099,Miscellaneous Crimes Against Society,0,-1,0,0,0
E01000099,Possession of Weapons,1,0,0,0,0
E01000099,Public Order Offences,0,0,0,0,2
E01000099,Robbery,0,1,1,-2,0
E01000099,Theft,1,-4,0,0,1
E01000099,Vehicle Offences,3,-2,2,1,1
E01000099,Violence Against the Person,1,5,0,-1,0
E01000100,Arson and Criminal Damage,-1,-1,-4,0,0
E01000100,Burglary,1,1,-1,-3,-1
E01000100,Drug Offences,0,0,-1,3,0
E01000100,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000100,Public Order Offences,2,1,0,-1,0
E01000100,Robbery,0,-2,0,-1,0
E01000100,Theft,0,-1,0,0,0
E01000100,Vehicle Offences,1,2,-2,0,1
E01000100,Violence Against the Person,4,-1,4,5,0
E01000101,Arson and Criminal Damage,-1,1,0,1,2
E01000101,Burglary,-2,-2,-1,-2,0
E01000101,Drug Offences,0,1,-1,-2,-1
E01000101,Miscellaneous Crimes Against Society,0,0,0,0,-1
E01000101,Public Order Offences,3,0,0,1,0
E01000101,Robbery,-3,-1,-2,-1,1
E01000101,Theft,1,0,-4,-3,2
E01000101,Vehicle Offences,-1,1,-3,-3,1
E01000101,Violence Against the Person,-7,4,-7,5,0
E01000102,Arson and Criminal Damage,-1,-3,0,0,-2
E01000102,Burglary,1,0,-1,-1,-1
E01000102,Drug Offences,0,0,1,1,-1
E01000102,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000102,Possession of Weapons,0,0,0,0,0
E01000102,Public Order Offences,0,0,-2,0,0
E01000102,Robbery,0,1,0,0,0
E01000102,Theft,0,-1,1,0,-2
E01000102,Vehicle Offences,0,1,2,0,0
E01000102,Violence Against the Person,0,-4,-2,2,2
E01000103,Arson and Criminal Damage,0,4,1,0,1
E01000103,Burglary,0,0,1,-1,0
E01000103,Drug Offences,0,0,-2,1,1
E01000103,Miscellaneous Crimes Against Society,0,-1,0,0,-1
E01000103,Public Order Offences,0,1,0,0,1
E01000103,Robbery,0,0,1,0,1
E01000103,Theft,2,2,-1,1,-1
E01000103,Vehicle Offences,-2,1,1,-4,0
E01000103,Violence Against the Person,-2,3,0,3,6
E01000104,Arson and Criminal Damage,0,-1,1,-1,0
E01000104,Burglary,0,-1,1,-3,-2
E01000104,Drug Offences,0,0,-2,3,0
E01000104,Miscellaneous Crimes Against Society,0,0,0,0,1
E01000104,Possession of Weapons,0,0,0,0,1
E01000104,Public Order Offences,-2,-2,-1,-4,1
E01000104,Robbery,-1,0,2,0,0
E01000104,Theft,-6,0,0,-6,-5
E01000104,Vehicle Offences,-3,1,-1,-4,0
E01000104,Violence Against the Person,-2,-1,-4,-4,-3
E01000105,Arson and Criminal Damage,-1,-1,-7,-1,2
E01000105,Burglary,2,0,1,-3,2
E01000105,Drug Offences,0,-2,1,2,3
E01000105,Miscellaneous Crimes Against Society,0,1,0,0,-1
E01000105,Possession of Weapons,0,0,-1,-2,1
E01000105,Public Order Offences,-4,1,-1,0,1
E01000105,Robbery,2,-1,1,0,1
E01000105,Theft,-5,6,-2,-3,5
E01000105,Vehicle Offences,0,0,2,-2,2
E01000105,Violence Against the Person,5,-5,4,6,2
E01000106,Arson and Criminal Damage,0,-3,-1,-4,2
E01000106,Burglary,-1,-5,-1,1,-1
E01000106,Drug Offences,0,-1,2,1,1
E01000106,Miscellaneous Crimes Against Society,0,-2,0,-2,-1
E01000106,Possession of Weapons,0,0,1,0,-1
E01000106,Public Order Offences,0,-1,1,-1,1
E01000106,Robbery,1,0,-1,-1,0
E01000106,Theft,2,-1,0,-2,1
E01000106,Vehicle Offences,2,-3,-1,-2,-2
E01000106,Violence Against the Person,-6,-2,-13,-6,-2
E01000107,Arson and Criminal Damage,0,0,-1,-1,-1
E01000107,Burglary,-3,-1,-1,0,-1
E01000107,Drug Offences,1,0,0,0,0
E01000107,Miscellaneous Crimes Against Society,1,0,0,1,0
E01000107,Possession of Weapons,0,0,0,0,0
E01000107,Public Order Offences,0,0,0,0,0
E01000107,Robbery,0,0,0,0,0
E01000107,Theft,0,0,0,0,0
E01000107,Vehicle Offences,2,0,2,-2,3
E01000107,Violence Against the Person,-4,6,0,0,2
E01000108,Arson and Criminal Damage,3,1,1,1,-1
E01000108,Burglary,-2,1,0,-5,0
E01000108,Drug Offences,0,0,0,2,1
E01000108,Miscellaneous Crimes Against Society,-1,0,0,1,1
E01000108,Possession of Weapons,0,0,0,0,0
E01000108,Public Order Offences,0,2,2,1,-1
E01000108,Robbery,0,0,-1,0,0
E01000108,Theft,1,1,4,-1,1
E01000108,Vehicle Offences,1,-1,4,-2,0
E01000108,Violence Against the Person,6,-3,-2,0,1
E01000109,Arson and Criminal Damage,-1,-2,2,-1,0
E01000109,Burglary,-2,1,-2,1,2
E01000109,Drug Offences,-2,1,-2,-1,1
E01000109,Miscellaneous Crimes Against Society,0,0,-3,0,0
E01000109,Possession of Weapons,-1,0,0,0,0
E01000109,Public Order Offences,-1,-2,-1,-1,1
E01000109,Robbery,-1,0,-1,0,-1
E01000109,Theft,-1,1,-2,1,-2
E01000109,Vehicle Offences,-1,-1,3,0,-1
E01000109,Violence Against the Person,3,2,-4,7,0
E01000110,Arson and Criminal Damage,0,0,0,0,2
E01000110,Burglary,0,0,0,0,2
E01000110,Drug Offences,1,0,2,2,-1
E01000110,Miscellaneous Crimes Against Society,0,0,2,0,1
E01000110,Possession of Weapons,0,0,0,1,0
E01000110,Public Order Offences,0,-1,0,0,0
E01000110,Robbery,0,0,0,0,0
E01000110,Theft,-1,0,-1,0,2
E01000110,Vehicle Offences,0,0,0,0,-1
E01000110,Violence Against the Person,-1,0,3,0,5
E01000111,Arson and Criminal Damage,3,0,0,-3,-1
E01000111,Burglary,2,0,1,1,-4
E01000111,Drug Offences,0,0,0,0,2
E01000111,Miscellaneous Crimes Against Society,1,0,0,0,0
E01000111,Possession of Weapons,0,0,0,0,0
E01000111,Public Order Offences,1,0,3,2,-1
E01000111,Robbery,-1,-3,-2,0,0
E01000111,Theft,-2,1,-2,-3,0
E01000111,Vehicle Offences,0,2,2,1,1
E01000111,Violence Against the Person,-2,-2,5,2,-3
E01000112,Arson and Criminal Damage,1,0,0,-1,1
E01000112,Burglary,0,1,2,1,0
E01000112,Drug Offences,0,0,2,3,0
E01000112,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000112,Possession of Weapons,0,0,-1,0,1
E01000112,Public Order Offences,0,0,-1,0,-3
E01000112,Robbery,1,-3,-2,1,0
E01000112,Theft,-4,2,-2,1,2
E01000112,Vehicle Offences,-3,4,0,-4,-1
E01000112,Violence Against the Person,-1,6,1,5,-4
E01000113,Arson and Criminal Damage,1,3,2,-1,-2
E01000113,Burglary,3,1,-3,0,-1
E01000113,Drug Offences,-3,0,0,-2,0
E01000113,Miscellaneous Crimes Against Society,0,0,0,0,1
E01000113,Possession of Weapons,0,0,0,0,0
E01000113,Public Order Offences,3,1,-2,1,-3
E01000113,Robbery,-1,-1,0,1,0
E01000113,Theft,0,-3,0,-2,1
E01000113,Vehicle Offences,-3,2,4,1,-1
E01000113,Violence Against the Person,1,2,1,-2,-2
E01000114,Arson and Criminal Damage,1,2,0,-2,3
E01000114,Burglary,-1,-1,0,-1,0
E01000114,Drug Offences,0,-2,-1,-1,1
E01000114,Miscellaneous Crimes Against Society,1,0,0,0,0
E01000114,Possession of Weapons,0,0,0,0,0
E01000114,Public Order Offences,1,1,-2,3,0
E01000114,Robbery,-1,1,-1,-5,1
E01000114,Theft,-2,2,0,-3,5
E01000114,Vehicle Offences,-4,0,0,-4,-3
E01000114,Violence Against the Person,3,-1,6,9,9
E01000115,Arson and Criminal Damage,0,0,0,-1,0
E01000115,Burglary,-1,-2,0,-2,0
E01000115,Drug Offences,0,0,0,0,0
E01000115,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000115,Possession of Weapons,0,0,1,0,0
E01000115,Public Order Offences,0,0,0,0,-2
E01000115,Robbery,0,0,0,0,-1
E01000115,Theft,0,0,0,-1,1
E01000115,Vehicle Offences,1,-4,-2,4,1
E01000115,Violence Against the Person,-2,0,1,-1,0
E01000116,Arson and Criminal Damage,-1,0,-1,0,0
E01000116,Burglary,-1,0,1,2,1
E01000116,Drug Offences,0,0,1,0,0
E01000116,Miscellaneous Crimes Against Society,0,0,0,0,0
E01000116,Public Order Offences,0,-1,-2,1,-1
E01000116,Robbery,0,-1,0,1,0
E01000116,Theft,0,-2,0,1,1
E01000116,Vehicle Offences,0,0,0,1,4
E01000116,Violence Against the Person,0,2,0,-1,1
E01000117,Arson and Criminal Damage,0,2,0,-2,0
E01000117,Burglary,0,1,0,-1,-4
E01000117,Drug Offences,0,0,0,0,-1
E01000117,Miscellaneous Crimes Against Society,1,0,0,0,0
E01000117,Possession of Weapons,0,0,0,0,0
E01000117,Public Order Offences,2,-2,-1,1,-1
E01000117,Robbery,0,2,0,-1,1
E01000117,Theft,5,2,6,-1,1
E01000117,Vehicle Offences,-2,-2,0,1,1
E01000117,Violence Against the Person,0,1,6,1,5
E01000118,Arson and Criminal Damage,1,-2,-1,0,1
E01000118,Burglary,-1,-2,-2,1,2
E01000118,Drug Offences,0,0,1,0,-1
E01000118,Possession of Weapons,0,-1,0,0,0
E01000118,Public Order Offences,1,-1,0,0,3
E01000118,Robbery,-1,4,1,0,0
E01000118,Theft,0,1,1,-1,0
E01000118,Vehicle Offences,-1,-2,0,-1,-2
E01000118,Violence Against the Person,0,0,0,-1,0
E01000119,Arson and Criminal Damage,0,1,-2,0,1
E01000119,Burglary,0,2,-1,-1,0
E01000119,Drug Offences,0,0,0,1,0
E01000119,Miscellaneous Crimes Against Society,-5,-1,-1,0,-1
E01000119,Possession of Weapons,0,0,0,-1,-1
E01000119,Public Order Offences,-1,0,-1,0,-1
E01000119,Robbery,0,0,0,-1,1
E01000119,Theft,0,-1,-2,0,-1
E01000119,Vehicle Offences,-2,-1,2,-1,-3
E01000119,Violence Against the Person,0,0,0,2,4
E01000120,Arson and Criminal Damage,0,-1,-1,0,0
E01000120,Burglary,0,-1,-1,-1,1
E01000120,Drug Offences,0,0,0,0,0
E01000120,Public Order Offences,0,0,-1,0,0
E01000120,Robbery,0,0,0,0,-1
E01000120,Theft,0,0,-1,0,0
E01000120,Vehicle Offences,-2,0,-1,0,-1
E01000120,Violence Against the Person,1,-2,-4,0,-2
E01000121,Arson and Criminal Damage,-1,-2,2,1,-2
E01000121,Burglary,-1,0,-1,0,0
E01000121,Miscellaneous Crimes Against Society,1,0,0,0,0
E01000121,Public Order Offences,0,0,1,-1,1
E01000121,Robbery,0,-1,0,0,0
E01000121,Theft,0,0,-1,0,2
